session_id,intent_actual,intent_predicted,disease_actual,disease_predicted,regional_success,task_completed,fallback_triggered,messages_per_session,csat_score,latency_ms
sess_2885,market_prices,market_prices,N/A,N/A,0,1,0,8,4,537
sess_2886,weather_forecast,weather_forecast,N/A,N/A,1,1,0,4,5,512
sess_2887,weather_forecast,weather_forecast,N/A,N/A,1,1,0,14,4,468
sess_2888,crop_advisory,crop_advisory,N/A,N/A,1,1,0,8,5,374
sess_2889,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,5,308
sess_2890,disease_detection,disease_detection,powdery_mildew,powdery_mildew,1,1,0,2,5,408
sess_2891,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,4,486
sess_2892,crop_advisory,crop_advisory,N/A,N/A,0,1,0,1,2,437
sess_2893,crop_advisory,crop_advisory,N/A,N/A,1,1,1,5,4,373
sess_2894,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,4,5,503
sess_2895,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,5,436
sess_2896,weather_forecast,weather_forecast,N/A,N/A,1,1,0,9,3,396
sess_2897,disease_detection,disease_detection,rust,rust,1,1,0,4,4,474
sess_2898,weather_forecast,weather_forecast,N/A,N/A,1,1,0,5,5,318
sess_2899,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,6,5,331
sess_2900,disease_detection,disease_detection,leaf_blight,leaf_blight,1,0,0,4,2,368
sess_2901,crop_advisory,crop_advisory,N/A,N/A,0,0,0,4,4,304
sess_2902,disease_detection,disease_detection,rust,rust,1,0,0,7,4,480
sess_2903,weather_forecast,weather_forecast,N/A,N/A,1,1,0,8,4,345
sess_2904,weather_forecast,weather_forecast,N/A,N/A,1,1,0,6,3,469
sess_2905,disease_detection,disease_detection,leaf_blight,leaf_blight,1,0,0,4,4,354
sess_2906,market_prices,weather_forecast,N/A,N/A,1,1,0,8,5,396
sess_2907,disease_detection,disease_detection,healthy,healthy,1,1,0,6,5,357
sess_2908,disease_detection,crop_advisory,rust,rust,1,1,0,7,4,584
sess_2909,disease_detection,disease_detection,healthy,healthy,1,0,0,9,4,517
sess_2910,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,3,5,438
sess_2911,disease_detection,disease_detection,leaf_blight,leaf_blight,0,1,0,5,5,339
sess_2912,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,5,471
sess_2913,market_prices,market_prices,N/A,N/A,0,1,0,3,5,301
sess_2914,disease_detection,disease_detection,rust,rust,1,1,0,8,4,452
sess_2915,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,5,461
sess_2916,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,5,570
sess_2917,crop_advisory,crop_advisory,N/A,N/A,1,1,0,8,4,541
sess_2918,weather_forecast,weather_forecast,N/A,N/A,1,1,0,4,4,357
sess_2919,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,3,5,449
sess_2920,disease_detection,disease_detection,rust,healthy,1,1,0,8,5,364
sess_2921,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,4,356
sess_2922,crop_advisory,crop_advisory,N/A,N/A,1,1,0,8,5,339
sess_2923,disease_detection,disease_detection,rust,rust,1,1,0,4,5,636
sess_2924,disease_detection,disease_detection,healthy,healthy,1,1,0,6,4,464
sess_2925,market_prices,market_prices,N/A,N/A,1,1,0,7,5,355
sess_2926,crop_advisory,crop_advisory,N/A,N/A,1,0,0,3,3,566
sess_2927,market_prices,market_prices,N/A,N/A,0,1,0,5,5,388
sess_2928,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,3,384
sess_2929,disease_detection,disease_detection,healthy,healthy,1,1,0,5,5,291
sess_2930,weather_forecast,weather_forecast,N/A,N/A,1,1,0,8,3,551
sess_2931,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,5,568
sess_2932,disease_detection,disease_detection,leaf_blight,leaf_blight,1,0,0,10,5,353
sess_2933,weather_forecast,weather_forecast,N/A,N/A,1,1,0,2,4,494
sess_2934,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,5,476
sess_2935,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,5,4,390
sess_2936,crop_advisory,crop_advisory,N/A,N/A,1,0,0,4,3,478
sess_2937,weather_forecast,weather_forecast,N/A,N/A,0,1,0,7,4,430
sess_2938,market_prices,market_prices,N/A,N/A,1,1,1,5,3,419
sess_2939,disease_detection,disease_detection,healthy,healthy,1,1,1,5,5,286
sess_2940,disease_detection,disease_detection,healthy,healthy,1,1,0,7,4,378
sess_2941,crop_advisory,crop_advisory,N/A,N/A,1,0,0,6,4,355
sess_2942,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,7,5,468
sess_2943,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,5,456
sess_2944,crop_advisory,crop_advisory,N/A,N/A,1,1,0,3,5,314
sess_2945,disease_detection,disease_detection,powdery_mildew,powdery_mildew,1,1,0,9,5,461
sess_2946,weather_forecast,weather_forecast,N/A,N/A,1,1,0,2,4,496
sess_2947,weather_forecast,weather_forecast,N/A,N/A,1,1,0,5,5,436
sess_2948,disease_detection,disease_detection,powdery_mildew,powdery_mildew,1,1,0,5,5,472
sess_2949,market_prices,market_prices,N/A,N/A,1,1,0,4,4,462
sess_2950,crop_advisory,crop_advisory,N/A,N/A,1,0,0,8,5,419
sess_2951,crop_advisory,crop_advisory,N/A,N/A,1,0,0,6,5,319
sess_2952,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,4,446
sess_2953,weather_forecast,weather_forecast,N/A,N/A,1,1,0,3,4,262
sess_2954,market_prices,market_prices,N/A,N/A,1,1,0,5,3,372
sess_2955,crop_advisory,crop_advisory,N/A,N/A,0,1,0,14,5,385
sess_2956,crop_advisory,crop_advisory,N/A,N/A,1,1,0,7,4,445
sess_2957,crop_advisory,crop_advisory,N/A,N/A,1,0,0,8,5,514
sess_2958,disease_detection,disease_detection,powdery_mildew,powdery_mildew,1,1,0,4,4,419
sess_2959,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,4,481
sess_2960,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,6,4,372
sess_2961,disease_detection,disease_detection,healthy,healthy,1,1,0,1,4,515
sess_2962,disease_detection,disease_detection,healthy,powdery_mildew,1,0,0,7,4,344
sess_2963,market_prices,market_prices,N/A,N/A,1,1,0,8,4,484
sess_2964,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,3,494
sess_2965,crop_advisory,crop_advisory,N/A,N/A,1,1,0,13,4,368
sess_2966,crop_advisory,crop_advisory,N/A,N/A,1,1,0,1,4,434
sess_2967,weather_forecast,weather_forecast,N/A,N/A,1,1,0,7,4,335
sess_2968,market_prices,market_prices,N/A,N/A,1,1,0,5,5,353
sess_2969,weather_forecast,weather_forecast,N/A,N/A,1,1,0,6,5,496
sess_2970,disease_detection,disease_detection,healthy,healthy,1,1,0,1,5,316
sess_2971,disease_detection,disease_detection,healthy,healthy,1,1,0,3,4,561
sess_2972,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,4,428
sess_2973,crop_advisory,crop_advisory,N/A,N/A,1,0,0,6,4,444
sess_2974,disease_detection,disease_detection,rust,rust,1,0,0,6,4,417
sess_2975,disease_detection,disease_detection,leaf_blight,leaf_blight,1,0,0,6,4,340
sess_2976,crop_advisory,crop_advisory,N/A,N/A,1,1,0,9,5,487
sess_2977,disease_detection,disease_detection,rust,rust,1,1,0,5,5,361
sess_2978,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,4,411
sess_2979,market_prices,market_prices,N/A,N/A,1,1,0,4,5,335
sess_2980,weather_forecast,weather_forecast,N/A,N/A,1,1,0,6,5,286
sess_2981,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,1,8,5,279
sess_2982,crop_advisory,weather_forecast,N/A,N/A,1,1,0,4,4,389
sess_2983,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,5,416
sess_2984,weather_forecast,weather_forecast,N/A,N/A,1,0,0,4,2,414
sess_2985,market_prices,market_prices,N/A,N/A,1,1,0,5,4,359
sess_2986,disease_detection,disease_detection,healthy,healthy,1,0,0,10,3,427
sess_2987,weather_forecast,weather_forecast,N/A,N/A,1,1,0,2,4,529
sess_2988,crop_advisory,crop_advisory,N/A,N/A,1,1,0,3,4,434
sess_2989,crop_advisory,crop_advisory,N/A,N/A,1,1,0,7,5,443
sess_2990,disease_detection,disease_detection,rust,rust,1,1,0,5,5,521
sess_2991,crop_advisory,crop_advisory,N/A,N/A,1,0,0,5,3,538
sess_2992,weather_forecast,weather_forecast,N/A,N/A,1,1,0,10,5,395
sess_2993,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,2,2,532
sess_2994,disease_detection,disease_detection,powdery_mildew,powdery_mildew,1,1,0,4,4,322
sess_2995,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,5,386
sess_2996,disease_detection,disease_detection,powdery_mildew,powdery_mildew,1,1,0,5,3,323
sess_2997,disease_detection,disease_detection,healthy,healthy,1,1,0,9,3,444
sess_2998,disease_detection,disease_detection,powdery_mildew,powdery_mildew,1,0,0,5,4,389
sess_2999,crop_advisory,crop_advisory,N/A,N/A,1,1,0,9,5,397
sess_3000,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,5,415
sess_3001,crop_advisory,crop_advisory,N/A,N/A,0,1,0,7,4,309
sess_3002,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,1,3,530
sess_3003,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,4,407
sess_3004,weather_forecast,weather_forecast,N/A,N/A,1,0,0,5,3,357
sess_3005,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,5,379
sess_3006,market_prices,market_prices,N/A,N/A,1,1,0,9,4,401
sess_3007,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,4,3,359
sess_3008,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,5,411
sess_3009,disease_detection,disease_detection,leaf_blight,leaf_blight,1,0,0,8,4,368
sess_3010,weather_forecast,crop_advisory,N/A,N/A,1,0,0,7,5,335
sess_3011,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,5,4,468
sess_3012,disease_detection,disease_detection,healthy,healthy,1,1,0,12,1,300
sess_3013,disease_detection,disease_detection,healthy,healthy,1,1,0,5,5,408
sess_3014,crop_advisory,crop_advisory,N/A,N/A,1,1,0,7,5,324
sess_3015,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,7,3,440
sess_3016,crop_advisory,crop_advisory,N/A,N/A,1,1,0,8,5,347
sess_3017,weather_forecast,weather_forecast,N/A,N/A,0,1,0,5,1,466
sess_3018,disease_detection,disease_detection,leaf_blight,leaf_blight,1,0,0,8,4,446
sess_3019,crop_advisory,crop_advisory,N/A,N/A,1,1,1,3,4,400
sess_3020,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,3,4,448
sess_3021,weather_forecast,weather_forecast,N/A,N/A,1,1,0,5,4,341
sess_3022,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,5,349
sess_3023,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,3,5,327
sess_3024,disease_detection,disease_detection,healthy,healthy,1,1,0,5,5,358
sess_3025,disease_detection,disease_detection,rust,rust,0,1,0,7,5,287
sess_3026,market_prices,market_prices,N/A,N/A,1,1,0,8,5,333
sess_3027,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,2,441
sess_3028,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,4,311
sess_3029,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,3,390
sess_3030,disease_detection,disease_detection,rust,rust,1,1,0,5,5,475
sess_3031,weather_forecast,weather_forecast,N/A,N/A,0,1,0,11,5,405
sess_3032,crop_advisory,market_prices,N/A,N/A,1,1,0,5,5,383
sess_3033,disease_detection,disease_detection,rust,rust,1,1,0,3,4,388
sess_3034,disease_detection,disease_detection,healthy,healthy,1,1,0,5,4,492
sess_3035,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,7,4,451
sess_3036,weather_forecast,weather_forecast,N/A,N/A,1,1,0,6,5,457
sess_3037,market_prices,market_prices,N/A,N/A,1,1,0,5,5,519
sess_3038,disease_detection,disease_detection,rust,rust,1,1,0,5,5,311
sess_3039,weather_forecast,weather_forecast,N/A,N/A,1,1,0,11,3,394
sess_3040,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,1,4,4,392
sess_3041,market_prices,market_prices,N/A,N/A,1,1,0,2,4,311
sess_3042,disease_detection,disease_detection,healthy,healthy,1,1,0,4,5,257
sess_3043,weather_forecast,weather_forecast,N/A,N/A,1,1,0,7,2,498
sess_3044,crop_advisory,crop_advisory,N/A,N/A,1,1,0,10,1,524
sess_3045,crop_advisory,crop_advisory,N/A,N/A,0,1,0,7,4,394
sess_3046,weather_forecast,weather_forecast,N/A,N/A,1,1,0,7,5,199
sess_3047,disease_detection,disease_detection,rust,rust,1,1,0,5,5,529
sess_3048,disease_detection,disease_detection,leaf_blight,leaf_blight,0,1,0,10,5,480
sess_3049,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,7,5,375
sess_3050,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,3,5,511
sess_3051,weather_forecast,weather_forecast,N/A,N/A,1,1,0,4,4,481
sess_3052,disease_detection,disease_detection,rust,rust,1,1,0,9,4,351
sess_3053,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,4,2,290
sess_3054,crop_advisory,crop_advisory,N/A,N/A,0,1,0,7,2,499
sess_3055,market_prices,market_prices,N/A,N/A,1,1,0,12,5,346
sess_3056,crop_advisory,crop_advisory,N/A,N/A,1,1,0,8,3,318
sess_3057,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,3,4,410
sess_3058,disease_detection,disease_detection,healthy,healthy,1,1,0,7,4,441
sess_3059,market_prices,market_prices,N/A,N/A,1,1,0,4,5,464
sess_3060,disease_detection,disease_detection,healthy,healthy,1,1,0,10,4,417
sess_3061,disease_detection,disease_detection,rust,rust,1,1,0,6,4,372
sess_3062,weather_forecast,weather_forecast,N/A,N/A,1,1,0,7,5,327
sess_3063,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,4,374
sess_3064,crop_advisory,crop_advisory,N/A,N/A,1,1,0,1,5,415
sess_3065,disease_detection,disease_detection,healthy,healthy,1,1,0,7,5,244
sess_3066,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,5,5,495
sess_3067,market_prices,market_prices,N/A,N/A,1,0,0,9,5,472
sess_3068,disease_detection,disease_detection,healthy,healthy,1,1,0,4,5,474
sess_3069,crop_advisory,crop_advisory,N/A,N/A,1,1,0,10,4,285
sess_3070,crop_advisory,crop_advisory,N/A,N/A,0,1,0,9,5,504
sess_3071,crop_advisory,crop_advisory,N/A,N/A,1,1,0,10,5,433
sess_3072,disease_detection,disease_detection,rust,rust,1,1,0,6,5,435
sess_3073,disease_detection,disease_detection,rust,rust,1,1,0,3,3,499
sess_3074,weather_forecast,weather_forecast,N/A,N/A,1,1,0,4,5,456
sess_3075,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,4,443
sess_3076,market_prices,market_prices,N/A,N/A,1,1,0,6,3,619
sess_3077,disease_detection,disease_detection,healthy,healthy,1,1,0,9,5,339
sess_3078,disease_detection,disease_detection,rust,rust,1,1,0,5,4,392
sess_3079,market_prices,market_prices,N/A,N/A,1,1,0,6,5,337
sess_3080,crop_advisory,crop_advisory,N/A,N/A,0,1,0,0,5,398
sess_3081,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,5,388
sess_3082,disease_detection,disease_detection,healthy,healthy,1,1,0,5,3,428
sess_3083,weather_forecast,weather_forecast,N/A,N/A,1,1,0,6,3,401
sess_3084,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,4,380
sess_3085,crop_advisory,weather_forecast,N/A,N/A,1,1,0,5,4,519
sess_3086,weather_forecast,weather_forecast,N/A,N/A,1,1,0,4,5,381
sess_3087,disease_detection,disease_detection,healthy,healthy,1,1,0,3,5,341
sess_3088,weather_forecast,weather_forecast,N/A,N/A,1,1,0,4,5,339
sess_3089,disease_detection,disease_detection,healthy,healthy,0,1,0,7,5,415
sess_3090,weather_forecast,weather_forecast,N/A,N/A,1,1,0,3,3,443
sess_3091,market_prices,market_prices,N/A,N/A,1,1,0,6,5,318
sess_3092,disease_detection,disease_detection,powdery_mildew,powdery_mildew,1,1,1,12,5,419
sess_3093,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,5,475
sess_3094,disease_detection,disease_detection,rust,rust,1,1,0,3,4,305
sess_3095,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,4,371
sess_3096,market_prices,market_prices,N/A,N/A,1,1,0,4,5,450
sess_3097,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,6,4,480
sess_3098,disease_detection,disease_detection,healthy,healthy,0,1,0,5,5,372
sess_3099,weather_forecast,weather_forecast,N/A,N/A,1,1,0,6,5,472
sess_3100,disease_detection,disease_detection,healthy,healthy,1,0,0,4,5,321
sess_3101,crop_advisory,crop_advisory,N/A,N/A,1,1,0,3,4,458
sess_3102,market_prices,market_prices,N/A,N/A,1,1,0,1,4,408
sess_3103,weather_forecast,weather_forecast,N/A,N/A,0,1,0,2,3,496
sess_3104,disease_detection,disease_detection,rust,rust,1,1,0,7,1,371
sess_3105,weather_forecast,weather_forecast,N/A,N/A,1,1,0,6,4,428
sess_3106,crop_advisory,crop_advisory,N/A,N/A,1,1,0,8,5,420
sess_3107,disease_detection,disease_detection,healthy,healthy,1,1,0,4,4,352
sess_3108,weather_forecast,weather_forecast,N/A,N/A,1,0,0,9,5,404
sess_3109,crop_advisory,crop_advisory,N/A,N/A,1,1,0,9,5,415
sess_3110,crop_advisory,crop_advisory,N/A,N/A,1,1,0,3,3,342
sess_3111,disease_detection,disease_detection,rust,rust,1,1,0,10,5,437
sess_3112,crop_advisory,crop_advisory,N/A,N/A,1,1,1,3,5,523
sess_3113,disease_detection,disease_detection,healthy,healthy,1,0,0,9,5,396
sess_3114,disease_detection,disease_detection,powdery_mildew,powdery_mildew,0,1,0,4,4,424
sess_3115,crop_advisory,crop_advisory,N/A,N/A,1,1,0,3,3,474
sess_3116,crop_advisory,crop_advisory,N/A,N/A,1,1,1,6,5,627
sess_3117,disease_detection,disease_detection,powdery_mildew,powdery_mildew,1,1,0,6,4,531
sess_3118,disease_detection,disease_detection,healthy,healthy,1,1,0,4,5,324
sess_3119,disease_detection,disease_detection,healthy,healthy,1,1,0,8,5,441
sess_3120,disease_detection,disease_detection,rust,rust,1,0,0,10,3,391
sess_3121,disease_detection,disease_detection,rust,rust,1,1,0,6,4,334
sess_3122,disease_detection,disease_detection,rust,rust,1,1,0,5,4,339
sess_3123,weather_forecast,weather_forecast,N/A,N/A,1,1,0,2,4,540
sess_3124,crop_advisory,crop_advisory,N/A,N/A,1,1,0,10,5,557
sess_3125,crop_advisory,crop_advisory,N/A,N/A,1,1,0,12,5,312
sess_3126,crop_advisory,crop_advisory,N/A,N/A,1,1,0,9,4,494
sess_3127,disease_detection,disease_detection,rust,leaf_blight,1,0,0,6,4,249
sess_3128,market_prices,market_prices,N/A,N/A,1,1,0,6,4,398
sess_3129,crop_advisory,weather_forecast,N/A,N/A,1,1,0,9,5,440
sess_3130,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,5,419
sess_3131,crop_advisory,crop_advisory,N/A,N/A,1,1,0,3,2,430
sess_3132,market_prices,market_prices,N/A,N/A,1,1,0,3,4,346
sess_3133,weather_forecast,weather_forecast,N/A,N/A,1,1,0,5,4,341
sess_3134,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,6,5,267
sess_3135,crop_advisory,crop_advisory,N/A,N/A,1,1,1,7,5,502
sess_3136,crop_advisory,crop_advisory,N/A,N/A,1,0,0,8,5,320
sess_3137,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,3,481
sess_3138,weather_forecast,weather_forecast,N/A,N/A,1,1,0,4,3,435
sess_3139,disease_detection,disease_detection,healthy,leaf_blight,1,1,0,5,4,353
sess_3140,disease_detection,disease_detection,healthy,healthy,1,1,0,10,4,482
sess_3141,market_prices,market_prices,N/A,N/A,1,0,0,4,4,323
sess_3142,weather_forecast,crop_advisory,N/A,N/A,1,1,0,3,5,404
sess_3143,weather_forecast,weather_forecast,N/A,N/A,1,1,0,4,3,439
sess_3144,disease_detection,disease_detection,healthy,healthy,1,1,0,5,5,450
sess_3145,disease_detection,disease_detection,healthy,healthy,0,1,0,6,4,435
sess_3146,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,5,547
sess_3147,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,5,421
sess_3148,crop_advisory,crop_advisory,N/A,N/A,1,1,0,8,4,395
sess_3149,weather_forecast,weather_forecast,N/A,N/A,1,1,0,4,5,358
sess_3150,crop_advisory,crop_advisory,N/A,N/A,1,0,0,10,5,540
sess_3151,disease_detection,disease_detection,healthy,healthy,0,1,0,3,5,504
sess_3152,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,3,419
sess_3153,weather_forecast,weather_forecast,N/A,N/A,1,1,0,4,5,571
sess_3154,weather_forecast,weather_forecast,N/A,N/A,1,1,1,5,5,450
sess_3155,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,4,450
sess_3156,market_prices,market_prices,N/A,N/A,1,1,0,4,4,439
sess_3157,disease_detection,disease_detection,rust,rust,1,1,0,7,4,689
sess_3158,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,3,441
sess_3159,disease_detection,disease_detection,healthy,healthy,1,1,0,5,5,375
sess_3160,weather_forecast,weather_forecast,N/A,N/A,1,1,0,6,5,365
sess_3161,disease_detection,disease_detection,healthy,healthy,1,1,0,10,2,364
sess_3162,disease_detection,disease_detection,rust,rust,1,1,0,6,5,410
sess_3163,weather_forecast,weather_forecast,N/A,N/A,1,1,0,12,3,540
sess_3164,disease_detection,disease_detection,healthy,leaf_blight,1,1,0,8,4,581
sess_3165,weather_forecast,weather_forecast,N/A,N/A,1,1,0,3,1,638
sess_3166,market_prices,market_prices,N/A,N/A,1,1,1,6,5,484
sess_3167,disease_detection,disease_detection,powdery_mildew,powdery_mildew,1,0,0,4,4,522
sess_3168,crop_advisory,crop_advisory,N/A,N/A,1,0,0,7,4,472
sess_3169,weather_forecast,weather_forecast,N/A,N/A,1,1,0,4,4,260
sess_3170,crop_advisory,crop_advisory,N/A,N/A,0,1,0,4,4,393
sess_3171,disease_detection,disease_detection,rust,rust,1,1,0,5,3,379
sess_3172,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,11,1,510
sess_3173,disease_detection,disease_detection,leaf_blight,rust,0,1,0,6,5,309
sess_3174,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,9,4,216
sess_3175,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,7,4,336
sess_3176,crop_advisory,crop_advisory,N/A,N/A,1,1,1,4,5,426
sess_3177,crop_advisory,crop_advisory,N/A,N/A,1,1,0,7,4,406
sess_3178,crop_advisory,crop_advisory,N/A,N/A,1,1,0,13,5,446
sess_3179,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,5,374
sess_3180,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,5,5,534
sess_3181,disease_detection,disease_detection,powdery_mildew,powdery_mildew,1,1,1,5,4,418
sess_3182,disease_detection,disease_detection,healthy,healthy,1,1,0,11,4,413
sess_3183,disease_detection,disease_detection,powdery_mildew,powdery_mildew,1,1,0,5,4,522
sess_3184,weather_forecast,weather_forecast,N/A,N/A,1,1,0,12,5,439
sess_3185,weather_forecast,weather_forecast,N/A,N/A,1,1,0,5,4,429
sess_3186,disease_detection,disease_detection,powdery_mildew,powdery_mildew,1,1,0,3,5,535
sess_3187,disease_detection,disease_detection,powdery_mildew,powdery_mildew,1,1,0,6,5,470
sess_3188,crop_advisory,crop_advisory,N/A,N/A,1,1,0,9,2,403
sess_3189,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,3,425
sess_3190,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,7,4,494
sess_3191,market_prices,market_prices,N/A,N/A,1,1,0,7,4,415
sess_3192,market_prices,market_prices,N/A,N/A,1,1,0,2,5,375
sess_3193,disease_detection,disease_detection,healthy,powdery_mildew,1,1,0,7,5,377
sess_3194,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,10,5,390
sess_3195,weather_forecast,weather_forecast,N/A,N/A,1,1,0,6,4,377
sess_3196,market_prices,market_prices,N/A,N/A,1,1,0,6,5,484
sess_3197,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,4,295
sess_3198,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,4,5,395
sess_3199,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,6,5,446
sess_3200,weather_forecast,weather_forecast,N/A,N/A,1,0,0,7,4,421
sess_3201,weather_forecast,weather_forecast,N/A,N/A,1,1,0,7,4,471
sess_3202,disease_detection,disease_detection,healthy,healthy,1,1,0,11,5,501
sess_3203,crop_advisory,crop_advisory,N/A,N/A,1,1,0,8,4,465
sess_3204,crop_advisory,crop_advisory,N/A,N/A,1,1,0,3,2,600
sess_3205,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,1,406
sess_3206,crop_advisory,crop_advisory,N/A,N/A,1,1,0,7,5,393
sess_3207,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,4,451
sess_3208,weather_forecast,weather_forecast,N/A,N/A,1,1,0,10,5,413
sess_3209,crop_advisory,crop_advisory,N/A,N/A,1,1,0,7,5,485
sess_3210,disease_detection,disease_detection,rust,powdery_mildew,1,1,0,8,4,489
sess_3211,crop_advisory,crop_advisory,N/A,N/A,1,1,0,8,4,533
sess_3212,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,3,5,553
sess_3213,crop_advisory,crop_advisory,N/A,N/A,1,0,0,4,4,364
sess_3214,disease_detection,disease_detection,healthy,healthy,1,1,0,0,4,519
sess_3215,disease_detection,disease_detection,leaf_blight,leaf_blight,1,0,0,11,3,391
sess_3216,disease_detection,disease_detection,rust,rust,0,1,0,8,4,397
sess_3217,disease_detection,disease_detection,healthy,healthy,1,1,0,7,4,410
sess_3218,crop_advisory,crop_advisory,N/A,N/A,1,1,1,6,5,508
sess_3219,crop_advisory,crop_advisory,N/A,N/A,0,0,0,4,4,358
sess_3220,weather_forecast,weather_forecast,N/A,N/A,1,1,0,6,3,422
sess_3221,disease_detection,disease_detection,rust,rust,1,1,0,4,5,388
sess_3222,disease_detection,disease_detection,leaf_blight,rust,1,1,0,7,5,417
sess_3223,disease_detection,disease_detection,leaf_blight,powdery_mildew,1,1,0,11,4,436
sess_3224,disease_detection,disease_detection,healthy,healthy,0,1,0,5,5,439
sess_3225,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,5,518
sess_3226,disease_detection,disease_detection,rust,powdery_mildew,1,1,0,5,4,410
sess_3227,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,6,4,475
sess_3228,disease_detection,disease_detection,healthy,healthy,1,1,1,5,5,431
sess_3229,disease_detection,disease_detection,healthy,healthy,1,1,0,6,4,330
sess_3230,weather_forecast,weather_forecast,N/A,N/A,0,0,0,11,4,359
sess_3231,crop_advisory,crop_advisory,N/A,N/A,1,0,0,2,5,362
sess_3232,disease_detection,disease_detection,rust,rust,1,1,0,5,1,419
sess_3233,disease_detection,disease_detection,leaf_blight,healthy,1,1,0,2,2,517
